,scale,background,sld,sld_solvent,radius_polar,radius_polar_pd,radius_polar_pd_n,radius_polar_pd_nsigma,radius_equatorial,radius_equatorial_pd,radius_equatorial_pd_n,radius_equatorial_pd_nsigma,theta,theta_pd,theta_pd_n,theta_pd_nsigma,phi,phi_pd,phi_pd_n,phi_pd_nsigma,up_frac_i,up_frac_f,up_angle,sld_M0,sld_mtheta,sld_mphi,sld_solvent_M0,sld_solvent_mtheta,sld_solvent_mphi,radius_polar_pd_type,radius_equatorial_pd_type,theta_pd_type,phi_pd_type
0,0.30096177201259455,0.0004726086931042415,9.176568510925042,,110.89228649128756,0.17341997004569376,35.0,3.0,6605.477293463498,0.1592949563336235,35.0,3.0,60,0.091580709400126,35.0,3.0,60,0.030927733263158987,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,lognormal,schulz,uniform
1,0.8814062923274483,0.0004229863998081745,7.187820274579502,,110.89228649128756,0.11912044554710809,35.0,3.0,18964.629823780015,0.036114024359422285,35.0,3.0,60,0.1366211013955407,35.0,3.0,60,0.13576031764072724,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,rectangle,lognormal,schulz
2,0.44904303704938975,0.0006843208530313334,8.76896908363465,,110.89228649128756,0.17983094405507313,35.0,3.0,7760.729801723814,0.19817838288722373,35.0,3.0,60,0.04769221051597792,35.0,3.0,60,0.14376276587962028,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,uniform,uniform,rectangle
3,0.45791282321468707,9.7975764366768e-05,2.128808498265777,,110.89228649128756,0.15871492432600764,35.0,3.0,16435.07851940889,0.1763768070018939,35.0,3.0,60,0.029301915930026914,35.0,3.0,60,0.11292913682024741,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,rectangle,rectangle,lognormal
4,0.7182656027286345,0.0009204894245557915,10.096887761328295,,110.89228649128756,0.05973094908155228,35.0,3.0,14436.760318546721,0.07060073689741864,35.0,3.0,60,0.04757818678413964,35.0,3.0,60,0.09125152875109227,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,lognormal,uniform,uniform
5,0.5939784051696706,0.00018301053530605198,13.17394218738096,,110.89228649128756,0.06233968548202021,35.0,3.0,6887.459451179648,0.15354855748457613,35.0,3.0,60,0.0192174474180989,35.0,3.0,60,0.14169079561739742,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,gaussian,rectangle,lognormal
6,0.6523205059869,0.00077833413560482,8.09335105966379,,110.89228649128756,0.07985631847448738,35.0,3.0,13497.920590906699,0.1289832535319427,35.0,3.0,60,0.05527026611357564,35.0,3.0,60,0.12245533311827833,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,schulz,uniform,rectangle
7,0.8373960220048057,0.00015865683969747255,5.952725040693669,,110.89228649128756,0.16143994841565154,35.0,3.0,13609.700927978596,0.07112950164059113,35.0,3.0,60,0.046233412872109206,35.0,3.0,60,0.11561025938471384,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,uniform,schulz,uniform
8,0.5096913508375953,0.0008767492272873049,5.858718391240798,,110.89228649128756,0.036736517528038394,35.0,3.0,5482.126635964551,0.11230563815388908,35.0,3.0,60,0.19433416339306034,35.0,3.0,60,0.18263548056462883,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,lognormal,lognormal,lognormal
9,0.08073235766275333,0.0004100591245567635,8.811259678888918,,110.89228649128756,0.13840718355541198,35.0,3.0,12705.657684042728,0.13277268178833043,35.0,3.0,60,0.010940008973833694,35.0,3.0,60,0.12896489908048278,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,rectangle,gaussian,schulz
