,scale,background,radius,radius_pd,radius_pd_n,radius_pd_nsigma,thickness,thickness_pd,thickness_pd_n,thickness_pd_nsigma,length,length_pd,length_pd_n,length_pd_nsigma,sld,sld_solvent,theta,theta_pd,theta_pd_n,theta_pd_nsigma,phi,phi_pd,phi_pd_n,phi_pd_nsigma,up_frac_i,up_frac_f,up_angle,sld_M0,sld_mtheta,sld_mphi,sld_solvent_M0,sld_solvent_mtheta,sld_solvent_mphi,radius_pd_type,thickness_pd_type,length_pd_type,theta_pd_type,phi_pd_type
0,0.6921444089833706,0.00047936786147935917,162.33371560073678,0.03184638101206055,35.0,3.0,100.25355872613025,0.13673610351797333,35.0,3.0,26268.281220118766,0.3974577833401262,35.0,3.0,13.533500044060576,0,90,0.06165111074581989,35.0,3.0,0,0.04945013246516022,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,uniform,lognormal,rectangle,rectangle
1,0.011079671119703871,0.0003272500176747847,162.33371560073678,0.14979705930031423,35.0,3.0,73.8357741411416,0.09246537366023753,35.0,3.0,21360.98230036399,0.18044170748870136,35.0,3.0,7.683525792981472,0,90,0.15789371693106924,35.0,3.0,0,0.1203407661485728,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,rectangle,rectangle,lognormal,rectangle
2,0.8917270718995982,0.000516558397320178,162.33371560073678,0.16115101292163728,35.0,3.0,21.61477138819634,0.13294688264414173,35.0,3.0,3878.9913720882396,0.1146846851204329,35.0,3.0,15.997350110015267,0,90,0.08116793561995782,35.0,3.0,0,0.1607302033551996,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,uniform,schulz,gaussian,uniform
3,0.8078234024301745,0.0006177749087848902,162.33371560073678,0.07464756087443096,35.0,3.0,33.133818038532766,0.19137007660458366,35.0,3.0,3038.4003276303124,0.0792654065702425,35.0,3.0,11.679877767173888,0,90,0.15260885062199403,35.0,3.0,0,0.12723070552049837,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,schulz,uniform,rectangle,rectangle
4,0.06630026455646754,0.000996190183249677,162.33371560073678,0.17382246213682018,35.0,3.0,68.67215464079695,0.030452684420751355,35.0,3.0,26019.11568577246,0.19358186089197216,35.0,3.0,16.211149993193303,0,90,0.1902556477732351,35.0,3.0,0,0.14172962921634935,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,rectangle,lognormal,schulz,gaussian
5,0.711262860679528,0.000830882878539038,162.33371560073678,0.048138907129222024,35.0,3.0,70.46131683566058,0.09088608193022613,35.0,3.0,5622.12145634799,0.2447163722034043,35.0,3.0,10.527776915025505,0,90,0.13764618742085769,35.0,3.0,0,0.07439864140333954,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,uniform,lognormal,gaussian,gaussian
6,0.8019893386372448,0.00038849072466489717,162.33371560073678,0.07418927207259389,35.0,3.0,30.978074782319965,0.09118881108348525,35.0,3.0,18275.26399597354,0.21647322458606683,35.0,3.0,4.550800548875944,0,90,0.08331519059683463,35.0,3.0,0,0.04747503607835695,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,lognormal,schulz,rectangle,uniform
7,0.22710376854366932,0.0008680780240788895,162.33371560073678,0.06093317074824894,35.0,3.0,109.58288541864931,0.150584322017422,35.0,3.0,8112.538160478478,0.104546568243372,35.0,3.0,14.35650446388114,0,90,0.1635656366288424,35.0,3.0,0,0.006724285958203891,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,gaussian,uniform,rectangle,lognormal
8,0.1312653478642145,0.0004681228893547552,162.33371560073678,0.12973630049684037,35.0,3.0,93.31908861418817,0.19307933007877917,35.0,3.0,19409.334858852835,0.21254742359220075,35.0,3.0,10.719625557179263,0,90,0.11190257212362748,35.0,3.0,0,0.024100095453297055,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,gaussian,gaussian,uniform,schulz
9,0.8915068539452459,6.798357919492491e-05,162.33371560073678,0.01946731313010952,35.0,3.0,26.252208432889727,0.07444169449807717,35.0,3.0,19462.081793962345,0.21877650057013937,35.0,3.0,19.892856737661955,0,90,0.09805033916991382,35.0,3.0,0,0.015539918767905392,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,rectangle,gaussian,uniform,gaussian
