,scale,background,rg,porod_exp
0,0.621634519649162,0.0008036793202968872,210.14970820260288,2.1313023220983798
1,0.8445193621555954,0.0009622113448175201,210.14970820260288,1.799259523590193
2,0.8058884194158656,0.00011751506728443675,210.14970820260288,2.1972158948745446
3,0.8592463249264616,0.0008286509012356062,210.14970820260288,2.430741882349933
4,0.07727535595096346,0.0008414701500105373,210.14970820260288,1.9198556113296197
5,0.2926424401611454,0.000864269410080601,210.14970820260288,2.7547984337194853
6,0.8280566405724331,0.0008602773178655891,210.14970820260288,2.177165920558787
7,0.6232227910424001,0.0003688999461920985,210.14970820260288,2.534089894668235
8,0.372243404629522,0.00041913258789113715,210.14970820260288,2.4554145930347295
9,0.4174943772694897,0.0007263175295240784,210.14970820260288,2.0290462251069115
10,0.3849302802920216,0.00014259902370700322,210.14970820260288,2.614529674652327
11,0.8555524160834781,0.0005515233416290825,210.14970820260288,2.7388211618212153
12,0.304963497613994,0.00089512896877551,210.14970820260288,2.1665711552658564
13,0.10091932151903282,0.0005596395883793988,210.14970820260288,2.693144373900683
14,0.5449611742787087,0.0004569906577174878,210.14970820260288,2.0266828495179348
15,0.6829816923074314,0.0007206916389515998,210.14970820260288,2.684042922804969
16,0.12649049066384332,0.0008931750764040099,210.14970820260288,2.0820916564822736
17,0.7916526191925395,0.0008538841837245012,210.14970820260288,2.9577391078825324
18,0.6573720707113971,0.00019656349168120933,210.14970820260288,1.981668772139666
19,0.7453804053726869,0.00041507741405061695,210.14970820260288,2.6718785177024893
20,0.8435651188826845,0.0004257232903928875,210.14970820260288,2.4423840004223614
21,0.9224424274659984,0.00035446343399398816,210.14970820260288,1.7457141285281605
22,0.16216541394562234,0.000724175989833286,210.14970820260288,2.7670592423269813
23,0.5473774897804189,8.606703439587879e-05,210.14970820260288,2.9161818327389772
24,0.49076844229084826,5.7723716274124414e-05,210.14970820260288,2.757622941526317
25,0.4591651849754822,5.378924753292505e-05,210.14970820260288,2.3124753569209444
26,0.31214329864109813,0.0007345181695682902,210.14970820260288,2.89395473046617
27,0.08392439814012553,0.0003163900800563673,210.14970820260288,2.2919597014269812
28,0.03160128572668042,0.00019415625879198403,210.14970820260288,1.8249173361969406
29,0.4806119345107853,0.0005207122866576928,210.14970820260288,2.7754932493828885
30,0.5424937387198088,0.00023670174809120283,210.14970820260288,2.3398959771573624
31,0.6833342681750326,0.0006897036872558565,210.14970820260288,1.9089746015358073
32,0.30915822488115197,0.0002809591770593197,210.14970820260288,2.096591594411867
33,0.618560456090151,0.0006368534280233987,210.14970820260288,2.542852483872703
34,0.30463242436101046,0.0008707772618196757,210.14970820260288,2.3658249533288047
35,0.1631185294708477,0.00018494704678565245,210.14970820260288,2.060265616372987
36,0.4447284588337911,0.000348011307487941,210.14970820260288,1.8911518172469652
37,0.5444526893284057,8.956199969458306e-05,210.14970820260288,2.9550626597047565
38,0.6012356599411625,0.0005129615621520686,210.14970820260288,2.2824367069781464
39,0.6314163125507165,0.0009186902763861028,210.14970820260288,2.397833094641701
40,0.6952015646824713,0.0006793383127867934,210.14970820260288,2.2558247897939525
41,0.3699816390266456,0.0008763048089425962,210.14970820260288,2.739448011737349
42,0.6179250864126087,0.0004427260704270465,210.14970820260288,2.903786841244747
43,0.14255443740509866,0.0008522595466375315,210.14970820260288,2.3100582379875267
44,0.5030449082761536,0.0006159296362790533,210.14970820260288,2.3993540004890894
45,0.5586796872454474,0.0005802096834120573,210.14970820260288,2.201823913626285
46,0.1812180322233914,0.0006584042688162373,210.14970820260288,2.361853483690185
47,0.06561522145981502,0.00010220032277113594,210.14970820260288,2.856152057901986
48,0.13112960775155336,5.68047475590287e-05,210.14970820260288,2.8934019521372045
49,0.29819969417876835,0.0008940186296481669,210.14970820260288,2.541213789377133
50,0.3708713059265649,0.0005579463556624846,210.14970820260288,2.3080855598103884
51,0.8311914244903603,0.00031050056090408106,210.14970820260288,2.8581455876431248
52,0.40248434572135916,0.0006576122684963526,210.14970820260288,2.7411299210595317
53,0.9132540461611932,0.00044984402952948647,210.14970820260288,2.9343900452003937
54,0.030360209494660007,0.0009009242488246601,210.14970820260288,2.3556833072744348
55,0.8357232320181951,0.0008593710315380293,210.14970820260288,2.6778461222879013
56,0.9403817017500361,0.00018626683668131923,210.14970820260288,2.171725188920117
57,0.9567875343951504,0.00045190854419249434,210.14970820260288,2.8176397361896557
58,0.6192888467728169,0.0008161900457614164,210.14970820260288,2.341011729605683
59,0.7785940080385452,0.0004628431924496072,210.14970820260288,1.764121620370582
60,0.4021235721620159,4.2784418696914896e-05,210.14970820260288,2.4699964871712443
61,0.012767227988925711,0.0008658664936241603,210.14970820260288,1.8301822261655927
62,0.3931978770458707,7.779558386532773e-05,210.14970820260288,2.8250616737311836
63,0.14419575481565783,0.0008757598685985079,210.14970820260288,2.52910870423273
64,0.3616447419020362,1.976227395672844e-05,210.14970820260288,2.496980014796067
65,0.5209183781943589,0.0007096270469080177,210.14970820260288,2.241588938022605
66,0.09793123626240907,0.0009089948633165258,210.14970820260288,2.496006997674436
67,0.3139564422328579,0.0001996279613513169,210.14970820260288,2.7229189397247193
68,0.31194528769012386,0.00028868685191522046,210.14970820260288,2.874032643920999
69,0.39099494106441635,0.0007847989621478774,210.14970820260288,1.8262286330653608
70,0.7648030696937017,0.0007208322302394571,210.14970820260288,2.4513690256727863
71,0.382355941268808,2.916447068475632e-05,210.14970820260288,2.792441595323286
72,0.5034188683664855,0.0006077793495579361,210.14970820260288,2.9938631916828635
73,0.20686162408462794,0.00031583544987315,210.14970820260288,2.4753108150453467
74,0.479644186330465,0.0006862995929626117,210.14970820260288,2.5573044775315883
75,0.8786321990446745,0.00046317781315230845,210.14970820260288,2.0589521641039914
76,0.17253315674674952,0.0007351459241682909,210.14970820260288,1.7457542843346132
77,0.9468341723949723,0.0009291048982889089,210.14970820260288,2.010512166536797
78,0.9004819942979982,0.0004224591504164568,210.14970820260288,2.823869316755615
79,0.0613742569108543,0.0008161901290961579,210.14970820260288,1.8972701436462887
80,0.3391056088545895,0.00012214701815566696,210.14970820260288,2.724176882736085
81,0.5219279610505682,0.0003150299973479588,210.14970820260288,2.9443014277904895
82,0.33505890318257425,0.000862453620049764,210.14970820260288,2.382295126938713
83,0.9805428070537465,0.0003338574947758805,210.14970820260288,2.814162523579665
84,0.06478839785477586,0.0004225750538525867,210.14970820260288,1.968191228101149
85,0.8127911110637038,3.068267964522136e-05,210.14970820260288,2.6205958293817218
86,0.8728808359845072,0.0009378480440251152,210.14970820260288,2.5409153182318214
87,0.41188890423223956,0.0004341069332026174,210.14970820260288,2.162227043939099
88,0.241496476297414,0.0009591811356968291,210.14970820260288,2.4631332534786603
89,0.8498644811541045,0.0007291331763927062,210.14970820260288,2.003577075001902
90,0.4772419946228752,0.00018334881093225378,210.14970820260288,2.9821525858277784
91,0.5704948894675224,5.9773850598786154e-05,210.14970820260288,2.95327071778199
92,0.6173360134795052,0.0007522050180678563,210.14970820260288,2.6838162832572294
93,0.5026610859190019,0.0007663094672245019,210.14970820260288,2.3901079520201645
94,0.5004182843082937,0.0005956600893572501,210.14970820260288,2.5735751887726845
95,0.525119049567257,0.00074364414993698,210.14970820260288,2.7636707013305015
96,0.7636620935319849,0.0005235407259431817,210.14970820260288,1.6934525849326343
97,0.9631851264744119,0.0006549927077970526,210.14970820260288,1.759029190227912
98,0.9724577488178973,0.00015874058478677046,210.14970820260288,2.1229433581564097
99,0.1380245578358691,0.00023297328658713237,210.14970820260288,1.8179343904100602
100,0.7497862883449249,0.0003019256506958766,210.14970820260288,2.6748927817717787
101,0.5945172540449369,0.00015508776539384085,210.14970820260288,2.601741383910058
102,0.27663875140218963,0.0007207018255644111,210.14970820260288,2.9132598602752813
103,0.6476999991514705,0.00023688233407667951,210.14970820260288,2.805383103669742
104,0.7486318946421766,3.2233969304254084e-05,210.14970820260288,2.4906831835572265
