,scale,background,cor_length
0,0.9504251178965041,0.00046718347692984835,1578.2451441965925
1,0.6971305862306106,0.0005233808829468014,1578.2451441965925
2,0.340917673794913,0.00012083419444425465,1578.2451441965925
3,0.7981924587001015,0.0002063640519180364,1578.2451441965925
4,0.8871396189243503,0.0003867137815548949,1578.2451441965925
5,0.18266770291494894,0.000375011826566093,1578.2451441965925
6,0.1668283845557007,0.00017607441535643202,1578.2451441965925
7,0.7993890897770417,0.0007250960471003466,1578.2451441965925
8,0.3956814095618296,3.276667640815257e-06,1578.2451441965925
9,0.8404088320697698,0.0005928469141933396,1578.2451441965925
10,0.9635902127515771,0.0005376277661037475,1578.2451441965925
11,0.12172125283528579,0.0004928588665069773,1578.2451441965925
12,0.8775383857533453,0.0007744703306946408,1578.2451441965925
13,0.29396363875392906,0.0007008543577401712,1578.2451441965925
14,0.964194102579051,0.0007338361120504372,1578.2451441965925
15,0.5087185079395449,0.00023924657824413796,1578.2451441965925
16,0.1955351374593839,0.0003814006088268233,1578.2451441965925
17,0.384154445171183,0.0005300947452774566,1578.2451441965925
18,0.3125912787314762,5.9816769622291545e-06,1578.2451441965925
19,0.16223020309412195,0.0005787137930892452,1578.2451441965925
20,0.005988202853578706,0.00032721793661196245,1578.2451441965925
21,0.6577427692426004,0.00027418527604539485,1578.2451441965925
22,0.6514898017946885,0.0007700720414455709,1578.2451441965925
23,0.4222495153817899,0.0007146245370088936,1578.2451441965925
24,0.2777607282307867,0.0009957397354641438,1578.2451441965925
25,0.9198352625193952,0.0009118357967182693,1578.2451441965925
26,0.15675714655426165,0.0002637524519250094,1578.2451441965925
27,0.17585746436198735,0.0003874798857305713,1578.2451441965925
28,0.49670389335344645,0.0002860724748494315,1578.2451441965925
29,0.6588096874458522,0.0005507422503968988,1578.2451441965925
30,0.6092330956645754,0.0005175075624240492,1578.2451441965925
31,0.07900913035943902,0.0002638395459035677,1578.2451441965925
32,0.8545447761348203,0.00044585739388824794,1578.2451441965925
33,0.6871139401164204,0.00020144564818932434,1578.2451441965925
34,0.23129302631994908,3.956419178168157e-05,1578.2451441965925
35,0.7932605761960673,0.0008745830486949408,1578.2451441965925
36,0.9175912407863381,0.0009216269047362657,1578.2451441965925
37,0.08019204926390244,0.0008184856176286975,1578.2451441965925
38,0.44878755801709813,0.0007006672354802218,1578.2451441965925
39,0.00011501088592535957,0.0006315440017811281,1578.2451441965925
40,0.0456079686300217,2.3124556774573492e-05,1578.2451441965925
41,0.5769543474889712,0.00018247356602348936,1578.2451441965925
42,0.11888391807946985,0.00038823921436293075,1578.2451441965925
43,0.6129414790467573,0.0005339185829099631,1578.2451441965925
44,0.7765170909202725,0.0005106648521910737,1578.2451441965925
45,0.6111119729074617,0.0005786396940569932,1578.2451441965925
46,0.05024724883715537,0.0009004637320831609,1578.2451441965925
47,0.853443252262001,0.0009404152582863046,1578.2451441965925
48,0.4167160982902406,0.00041856151399670443,1578.2451441965925
49,0.7282779905601792,0.0008150063432263762,1578.2451441965925
50,0.7637617051724707,0.0008071197034287415,1578.2451441965925
51,0.2266214813454951,7.815085023284187e-05,1578.2451441965925
52,0.259773420706807,0.0002687956735704869,1578.2451441965925
