,scale,background,sld,sld_solvent,radius,radius_pd,radius_pd_n,radius_pd_nsigma,length,length_pd,length_pd_n,length_pd_nsigma,theta,theta_pd,theta_pd_n,theta_pd_nsigma,phi,phi_pd,phi_pd_n,phi_pd_nsigma,up_frac_i,up_frac_f,up_angle,sld_M0,sld_mtheta,sld_mphi,sld_solvent_M0,sld_solvent_mtheta,sld_solvent_mphi,radius_pd_type,length_pd_type,theta_pd_type,phi_pd_type
0,0.8215683425879824,0.0007688084024179557,4.658355349881052,0,1000.5518671957407,0.18490127068641074,35.0,3.0,248.09745261372265,0.017524456408253907,35.0,3.0,60,0.1739856403566441,35.0,3.0,60,0.08738876684464424,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,uniform,rectangle,gaussian
1,0.40813223798944653,0.0004974396875770311,7.868859951491593,0,1000.5518671957407,0.06590385219579457,35.0,3.0,888.9352228134746,0.034455519474052676,35.0,3.0,60,0.1766586859910783,35.0,3.0,60,0.14596444885509943,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,schulz,lognormal,uniform
2,0.9124504058069709,0.0004695410176595841,1.7927009581381226,0,1000.5518671957407,0.17735059832343605,35.0,3.0,465.41998229109737,0.09479424932713904,35.0,3.0,60,0.19292414187564055,35.0,3.0,60,0.13135712393539964,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,uniform,schulz,uniform
3,0.3946118819353299,0.0009029244646793688,7.99591731611973,0,1000.5518671957407,0.1393031996447598,35.0,3.0,403.7759035320777,0.16828311617975356,35.0,3.0,60,0.03151722351518436,35.0,3.0,60,0.16672188795488463,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,lognormal,lognormal,gaussian
4,0.4272609343682864,0.0007209411829501467,0.1592981132289234,0,1000.5518671957407,0.14028877092370712,35.0,3.0,1674.9624884041598,0.18181553965254194,35.0,3.0,60,0.09139671314732618,35.0,3.0,60,0.043427718115775754,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,lognormal,lognormal,uniform
5,0.15065517567156772,0.00035533126927164585,0.9766608116714465,0,1000.5518671957407,0.08938069115319991,35.0,3.0,1437.0752550766654,0.1084685035384039,35.0,3.0,60,0.1902351141568172,35.0,3.0,60,0.16433393386908166,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,schulz,rectangle,lognormal
6,0.8048841519273595,0.00025381105395518803,1.3748128988921366,0,1000.5518671957407,0.0972679673223931,35.0,3.0,78.34209389109627,0.10675474782787005,35.0,3.0,60,0.11812709305922318,35.0,3.0,60,0.15420883197298482,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,uniform,lognormal,lognormal
7,0.7071367839722527,0.0008797193018221139,9.360153500672045,0,1000.5518671957407,0.08498125497680804,35.0,3.0,1057.3148327685756,0.08408022476442462,35.0,3.0,60,0.11633938141034345,35.0,3.0,60,0.011980786196759819,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,uniform,uniform,uniform
8,0.596414618939168,0.0007428808079523276,11.149560519502192,0,1000.5518671957407,0.05266926062987727,35.0,3.0,905.542472991867,0.14284249368358326,35.0,3.0,60,0.07789229278031512,35.0,3.0,60,0.046992353278741274,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,schulz,schulz,rectangle
9,0.8828485687770353,0.0004917837852784033,11.608216386647252,0,1000.5518671957407,0.13380668238093626,35.0,3.0,654.0828977115618,0.08143204236150836,35.0,3.0,60,0.1583283571075086,35.0,3.0,60,0.1033457316112993,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,uniform,schulz,lognormal
